City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
110,Pandan,PH,14.0453,124.1694,79.56,85,100,4.34,
111,Port Elizabeth,ZA,-33.918,25.5701,63.1,82,0,5.75,
112,Nanortalik,GL,60.1432,-45.2371,36.75,96,99,1.43,
113,Salem,IN,11.65,78.1667,78.1,74,99,4.09,
114,Novaya Igirma,RU,57.1334,103.9112,40.91,62,49,2.98,
115,Merritt Island,US,28.5392,-80.672,98.15,55,75,8.05,
116,Karratha,AU,-20.7377,116.8463,73.56,70,100,8.81,
117,Victor Harbor,AU,-35.5667,138.6167,57.29,90,90,6.15,
118,Roald,NO,62.5833,6.1333,61.16,94,75,13.8,
119,Nome,US,64.5011,-165.4064,42.87,87,90,10.36,
120,Buraydah,SA,26.326,43.975,90.52,13,0,14.12,
121,Carnarvon,AU,-24.8667,113.6333,60.87,74,75,5.75,
122,Salalah,OM,17.0151,54.0924,84.29,89,20,9.22,
123,Souillac,MU,-20.5167,57.5167,75.58,73,75,14.97,
124,Labuhan,ID,-6.8844,112.2051,78.12,86,16,6.87,
125,Rio Bueno,CL,-40.3167,-72.9667,57.34,85,96,6.06,
126,Atbasar,KZ,51.8,68.3333,55.56,46,18,8.39,
127,Chuy,UY,-33.6971,-53.4616,54.32,60,65,11.56,
128,Kichera,RU,55.9375,110.0997,49.44,80,100,4.94,
129,Vaijapur,IN,19.9167,74.7333,79.77,70,20,11.99,
130,Solnechnyy,RU,50.7214,136.6319,55.35,98,100,2.95,
131,Bondoukou,CI,8.0333,-2.8,80.85,66,97,3.89,
132,Kohima,IN,25.6667,94.1167,65.14,98,100,2.98,
133,Brive-La-Gaillarde,FR,45.25,1.5,81.28,63,69,2.26,
134,Iqaluit,CA,63.7506,-68.5145,42.53,65,20,10.0,
135,Thinadhoo,MV,0.5333,72.9333,83.95,74,34,12.84,
136,Evensk,RU,61.95,159.2333,46.78,71,94,7.45,
137,Bolobo,CD,-2.1667,16.2333,81.01,47,92,1.3,
138,Klaksvik,FO,62.2266,-6.589,49.12,86,87,24.74,
139,Yellowknife,CA,62.456,-114.3525,52.32,100,90,10.36,
140,Vardo,NO,70.3705,31.1107,68.2,82,99,11.5,
141,Gualaquiza,EC,-3.4,-78.55,71.37,91,77,2.26,
142,Hithadhoo,MV,-0.6,73.0833,83.97,73,64,10.51,
143,Flin Flon,CA,54.7682,-101.865,55.24,94,90,8.05,
144,Castro,BR,-24.7911,-50.0119,63.21,69,74,7.54,
145,Concordia,AR,-31.393,-58.0209,60.87,51,0,4.0,
146,Kavieng,PG,-2.5744,150.7967,81.77,80,24,15.84,
147,Wairoa,NZ,-39.0333,177.3667,48.6,99,66,1.99,
148,Oxbow,CA,49.2333,-102.1676,54.64,96,100,38.14,
149,Aksay,RU,47.26,39.87,66.42,90,9,4.85,
150,Elliot,ZA,-31.3333,27.85,50.65,56,1,7.27,
151,Hamilton,US,39.1834,-84.5333,89.74,68,75,1.99,
152,Makaryev,RU,57.8797,43.8069,60.93,67,29,5.64,
153,Maceio,BR,-9.6658,-35.7353,81.84,65,20,10.36,
154,Palm Coast,US,29.585,-81.2078,95.09,59,40,1.99,
155,Saskylakh,RU,71.9167,114.0833,36.73,94,100,18.34,
156,Ballina,AU,-28.8667,153.5667,49.95,84,8,7.49,
157,Inirida,CO,3.8653,-67.9239,87.42,59,80,3.04,
158,Daru,PG,-9.0763,143.2092,78.66,87,72,10.36,
159,Ende,ID,-8.8432,121.6623,74.8,87,45,1.43,
160,Padang,ID,-0.9492,100.3543,78.13,81,94,2.86,
161,Fergus Falls,US,46.283,-96.0776,75.92,81,75,5.01,
162,East Hemet,US,33.74,-116.9389,91.27,24,0,1.99,
163,Hualmay,PE,-11.0964,-77.6139,69.37,69,49,10.98,
164,Rujiena,LV,57.8975,25.3316,64.6,61,73,4.23,
165,Moindou,NC,-21.6924,165.677,66.15,82,100,5.79,
166,Asau,RO,46.4333,26.4,65.32,87,100,2.42,
167,Murray Bridge,AU,-35.1167,139.2667,55.56,83,73,6.44,
168,Shingu,JP,33.7333,135.9833,71.91,90,100,2.57,
169,Aksu,CN,41.1231,80.2644,78.85,23,83,10.0,
170,Verkhnevilyuysk,RU,63.4453,120.3167,41.32,91,84,5.61,
171,Nacogdoches,US,31.6002,-94.6335,89.24,63,75,9.22,
172,Ambulu,ID,-8.345,113.6058,75.88,85,80,3.31,
173,Adrar,MR,20.5022,-10.0711,109.27,8,33,1.95,
174,Tasiilaq,GL,65.6145,-37.6368,42.96,93,100,3.27,
175,Klyuchi,RU,52.2667,79.1667,53.98,54,78,7.96,
176,Libertador General San Martin,AR,-23.8064,-64.7876,75.58,41,3,4.7,
177,San Cristobal,VE,7.7669,-72.225,82.58,68,89,6.8,
178,Barra,BR,-11.0894,-43.1417,88.61,35,27,7.31,
179,Airai,TL,-8.9266,125.4092,56.46,89,24,2.66,
180,Punta Cardon,VE,11.6581,-70.215,85.77,60,95,9.53,
181,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,11.5,
182,Beloha,MG,-25.1667,45.05,67.44,81,2,12.08,
183,Sunrise Manor,US,36.2111,-115.0731,90.19,4,1,14.97,
184,Rosario,AR,-32.9468,-60.6393,66.81,30,0,4.0,
185,Srednekolymsk,RU,67.45,153.6833,43.74,64,12,3.18,
186,Emerald,AU,-23.5333,148.1667,47.16,39,0,3.18,
187,Touros,BR,-5.1989,-35.4608,86.9,66,9,16.4,
188,Chegdomyn,RU,51.1167,133.0167,54.05,97,99,1.39,
189,Bathsheba,BB,13.2167,-59.5167,86.61,58,20,13.8,
190,Mapastepec,MX,15.4333,-92.9,84.79,66,100,4.25,
191,Virginia Beach,US,36.8529,-75.978,84.11,86,90,3.44,
192,Camacha,PT,33.0833,-16.3333,75.96,77,40,14.97,
193,Choix,MX,26.7092,-108.3219,100.02,21,12,6.96,
194,Port Hardy,CA,50.6996,-127.4199,55.69,66,100,19.04,
195,Pilar,BR,-9.5972,-35.9567,80.53,71,81,7.29,
196,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,78,17,6.33,
197,Puerto Boyaca,CO,5.9758,-74.5885,90.66,52,64,3.06,
198,Assiniboia,CA,49.6334,-105.9845,58.91,62,100,28.77,
199,Esperance,AU,-33.8667,121.9,58.84,84,100,6.93,
200,Torbay,CA,47.6666,-52.7314,52.57,62,75,17.27,
201,Tshikapa,CD,-6.4167,20.8,80.1,39,30,4.38,
202,Alice Springs,AU,-23.7,133.8833,45.95,34,27,5.75,
203,Iralaya,HN,15.0,-83.2333,84.29,84,99,11.54,
204,Sawakin,SD,19.1059,37.3321,92.55,39,31,7.94,
205,Leningradskiy,RU,69.3833,178.4167,32.92,93,100,5.19,
206,Chicama,PE,-7.8447,-79.1469,66.74,63,18,10.04,
207,Phibun Mangsahan,TH,15.2447,105.2291,76.66,89,100,6.35,
208,Zhigansk,RU,66.7697,123.3711,45.46,86,100,17.16,
209,Ribeira Grande,PT,38.5167,-28.7,73.8,78,40,6.91,
210,Boende,CD,-0.2167,20.8667,80.56,57,74,1.79,
211,Faanui,PF,-16.4833,-151.75,76.37,85,99,8.14,
212,Ancud,CL,-41.8697,-73.8203,57.42,94,100,18.7,
213,Muroto,JP,33.2833,134.15,73.31,81,100,8.68,
214,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,91.99,29,72,3.31,
215,Ranong,TH,9.9658,98.6348,78.4,85,100,10.4,
216,Ambon,ID,-3.6954,128.1814,80.28,84,69,7.36,
217,Chapleau,CA,47.8405,-83.4034,64.49,59,75,11.5,
218,Utiel,ES,39.5667,-1.2,74.3,45,1,13.91,
219,Kang,BW,-23.6752,22.7876,59.14,38,0,6.89,
220,Altay,CN,47.8667,88.1167,53.64,87,86,2.55,
221,Danielskuil,ZA,-28.1887,23.5395,56.37,48,38,10.58,
222,Houma,US,29.5958,-90.7195,91.0,64,40,5.75,
223,Maarianhamina,AX,60.0973,19.9348,64.26,82,0,13.8,
224,Lorengau,PG,-2.0226,147.2712,80.28,83,84,9.57,
225,Tsurib,RU,42.2368,46.8307,52.81,93,82,1.34,
226,Asfi,MA,32.2994,-9.2372,70.25,74,97,17.65,
227,Cairns,AU,-16.9167,145.7667,69.75,85,90,8.05,
228,Aklavik,CA,68.2191,-135.0107,59.72,81,75,8.05,
229,Kondinskoye,RU,59.6481,67.41,59.11,54,63,6.26,
230,Tabou,CI,4.423,-7.3528,77.68,86,100,1.57,
231,Eskil,TR,38.4017,33.4131,70.0,46,43,8.88,
232,Ararat,AM,39.8317,44.7049,75.54,28,10,5.95,
233,Cabo San Lucas,MX,22.8909,-109.9124,100.51,74,1,9.22,
234,Santa Marta,CO,11.2408,-74.199,93.34,74,35,10.18,
235,Victoria,HK,22.2855,114.1577,83.32,89,60,1.99,
236,Adre,TD,13.4667,22.2,89.67,31,84,13.02,
237,Santiago Del Estero,AR,-27.7951,-64.2615,72.75,44,4,6.26,
238,Sibut,CF,5.718,19.0739,81.25,62,96,2.62,
239,Sitka,US,57.0531,-135.33,55.29,67,75,3.44,
240,Broken Hill,AU,-31.95,141.4333,54.23,65,100,5.7,
241,Severo-Kurilsk,RU,50.6789,156.125,47.05,80,100,5.59,
242,Mahina,PF,-17.5065,-149.489,76.77,88,75,8.05,
243,Tiksi,RU,71.6872,128.8694,48.9,72,100,9.48,
244,Panalingaan,PH,8.7842,117.4231,80.42,80,100,6.04,
245,Qaanaaq,GL,77.484,-69.3632,39.6,82,92,5.23,
246,Leh,IN,34.1667,77.5833,57.49,27,12,5.82,
247,Berlevag,NO,70.8578,29.0864,64.35,72,75,16.11,
248,Along,IN,28.1667,94.7667,74.61,96,99,0.87,
249,Serenje,ZM,-13.2325,30.2352,54.1,67,16,6.44,
250,Abu Samrah,SY,35.3029,37.1841,70.43,57,0,17.16,
251,Vao,NC,-22.6667,167.4833,72.63,74,100,13.58,
252,Lebu,CL,-37.6167,-73.65,59.07,78,97,2.98,
253,Staryy Nadym,RU,65.6118,72.6842,53.13,67,98,7.92,
254,Gusinoye Ozero,RU,51.1144,106.2614,49.73,81,79,4.94,
255,Kayes,ML,14.0,-11.0,93.96,37,90,3.96,
256,Kaitangata,NZ,-46.2817,169.8464,38.79,93,25,3.83,
257,Bandiagara,ML,14.3501,-3.6104,95.43,50,93,32.06,
258,Menongue,AO,-14.6585,17.691,58.68,30,1,5.48,
259,Sangar,RU,63.9242,127.4739,49.21,84,83,10.96,
260,Takoradi,GH,4.8845,-1.7554,79.9,82,53,10.51,
261,Kysyl-Syr,RU,63.8986,122.7617,46.06,96,100,6.35,
262,Podgornoye,RU,51.735,39.1496,62.82,88,75,4.47,
263,Laguna,US,38.421,-121.4238,77.65,38,1,3.0,
264,Nenjiang,CN,49.1833,125.2167,59.23,74,11,2.59,
265,Tianpeng,CN,30.9866,103.9393,78.64,63,100,0.43,
266,Atar,MR,20.5169,-13.0499,108.03,10,77,12.77,
267,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,78,75,2.68,
268,Goderich,CA,43.7501,-81.7165,83.21,57,31,5.75,
269,Zambezi,ZM,-13.5432,23.1047,62.01,34,26,5.46,
270,Kibala,TD,9.1104,18.3463,89.55,58,0,0.0,
271,Vyatskiye Polyany,RU,56.226,51.0656,58.3,94,38,8.99,
272,San Patricio,US,28.017,-97.5169,92.07,51,0,15.01,
273,Santiago,CL,-33.4569,-70.6483,74.64,44,0,0.0,
274,Tommot,RU,58.9564,126.2925,46.22,94,28,0.72,
275,Chara,RU,56.9064,118.2631,52.47,89,98,4.83,
276,Pankrushikha,RU,53.8319,80.3406,47.46,77,96,6.93,
277,Kruisfontein,ZA,-34.0033,24.7314,60.89,48,56,3.29,
278,New London,US,41.4834,-72.0662,81.03,52,1,1.99,
279,Kushima,JP,31.4583,131.2333,72.12,97,100,6.64,
280,Novyy Urengoy,RU,66.0833,76.6333,49.98,70,94,13.87,
281,Provideniya,RU,64.3833,-173.3,39.78,92,100,9.57,
282,Itajai,BR,-26.9078,-48.6619,78.31,50,40,11.5,
283,Dunedin,NZ,-45.8742,170.5036,42.8,92,6,4.14,
284,Lata,PT,40.1629,-8.3327,76.35,48,34,7.72,
285,Yamada,JP,39.4667,141.95,60.15,88,100,9.24,
286,Jumla,NP,29.2747,82.1838,60.28,96,96,1.32,
287,Mehamn,NO,71.0357,27.8492,64.31,89,100,6.49,
288,Yar-Sale,RU,66.8333,70.8333,52.36,68,95,5.95,
289,Slave Lake,CA,55.2834,-114.769,58.98,58,1,12.66,
290,Timaru,NZ,-44.4,171.25,46.08,97,2,5.06,
291,Aksarka,RU,66.5606,67.7975,57.7,64,100,10.4,
292,Saint George,US,37.1041,-113.5841,84.34,9,1,1.01,
293,Denpasar,ID,-8.65,115.2167,78.46,89,20,3.44,
294,Tocopilla,CL,-22.092,-70.1979,67.51,66,13,2.91,
295,Sulphur,US,30.2366,-93.3774,90.21,63,40,11.5,
296,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,72,75,10.36,
297,Coolum Beach,AU,-26.5333,153.1,48.34,77,0,4.38,
298,Kavaratti,IN,10.5669,72.642,83.59,77,100,18.32,
299,Santo Domingo,DO,18.5001,-69.9886,87.48,77,75,4.0,
300,Milicz,PL,51.5277,17.2714,73.53,67,42,2.17,
301,Punto Fijo,VE,11.6956,-70.1996,86.95,57,96,10.09,
302,Kulhudhuffushi,MV,6.6221,73.07,82.74,77,72,17.09,
303,Kamina,CD,-8.7386,24.9906,68.47,49,65,4.29,
304,Mount Isa,AU,-20.7333,139.5,37.17,56,1,0.0,
305,Isabela,PH,6.7085,121.9711,77.83,81,89,2.71,
306,Mahebourg,MU,-20.4081,57.7,75.49,73,75,14.97,
307,Zhangye,CN,38.9342,100.4517,68.68,42,74,8.72,
308,Fortuna,US,40.5982,-124.1573,61.66,65,90,4.0,
309,Dire Dawa,ET,9.5931,41.8661,76.53,59,99,17.25,
310,Ayan,RU,56.45,138.1667,42.89,84,100,13.31,
311,Makakilo City,US,21.3469,-158.0858,77.32,78,1,6.91,
312,Paso De Los Toros,UY,-32.8167,-56.5167,57.54,50,71,10.31,
313,Bubaque,GW,11.2833,-15.8333,78.64,83,87,4.92,
314,Listvyanskiy,RU,54.4399,83.4984,47.19,79,81,8.1,
315,Vallenar,CL,-28.5708,-70.7581,84.96,6,1,3.29,
316,Cayenne,GF,4.9333,-52.3333,84.09,77,90,1.01,
317,Cherskiy,RU,68.75,161.3,36.73,71,16,6.6,
318,Scarborough,GB,54.2797,-0.4044,65.79,63,66,4.0,
319,Fort Nelson,CA,58.8053,-122.7002,53.82,84,100,5.68,
320,Tiarei,PF,-17.5333,-149.3333,77.02,84,100,7.34,
321,Kungurtug,RU,50.5994,97.5228,51.04,92,87,1.45,
322,Paamiut,GL,61.994,-49.6678,37.47,83,100,2.35,
323,Rawson,AR,-43.3002,-65.1023,63.55,49,61,19.19,
324,Yulara,AU,-25.2406,130.9889,46.24,42,75,2.3,
325,Masvingo,ZW,-20.0637,30.8277,54.59,57,5,5.01,
326,Gamba,GA,-2.65,10.0,76.33,88,75,5.14,
327,Geraldton,AU,-28.7667,114.6,59.41,100,90,6.91,
328,Nieuw Amsterdam,SR,5.8833,-55.0833,84.36,80,40,6.91,
329,Aberfeldy,GB,56.62,-3.8645,62.89,65,93,8.97,
330,Itarema,BR,-2.9248,-39.9167,83.7,66,45,14.23,
331,Ahipara,NZ,-35.1667,173.1667,55.78,91,78,6.62,
332,Kampene,CD,-3.6,26.6667,74.75,60,23,0.67,
333,Ormara,PK,25.2088,64.6357,84.07,83,9,17.31,
334,Belyy Yar,RU,53.6039,91.3903,51.69,54,0,8.95,
335,Lagoa,PT,39.05,-27.9833,67.57,80,69,2.51,
336,Raudeberg,NO,61.9875,5.1352,58.6,94,99,17.05,
337,Sabang,ID,5.8933,95.3214,83.55,74,100,18.43,
338,Mbekenyera,TZ,-10.0,38.9833,67.46,70,67,5.44,
339,Ixtapa,MX,20.7,-105.2,88.83,58,1,6.91,
340,Mayo,US,38.8876,-76.5119,70.95,96,90,11.01,
341,Port Lincoln,AU,-34.7333,135.8667,52.61,80,70,7.0,
342,Ampanihy,MG,-24.7,44.75,66.36,82,5,9.35,
343,Bengkulu,ID,-3.8004,102.2655,76.33,86,96,3.78,
344,Viedma,AR,-40.8135,-62.9967,65.86,43,99,14.67,
345,Ossora,RU,59.2353,163.0719,45.32,88,100,3.62,
346,Shadrinsk,RU,56.0852,63.6335,56.77,61,48,4.21,
347,Soure,BR,-0.7167,-48.5233,76.23,90,100,5.93,
348,Miraflores,MX,19.2167,-98.8083,66.87,53,98,1.88,
349,Havre,FR,49.5833,0.3333,73.83,82,63,10.36,
350,Kamenka,RU,51.3223,42.7678,63.03,79,16,4.59,
351,Clyde River,CA,70.4692,-68.5914,41.23,70,20,27.63,
352,Plymouth,US,41.8334,-70.8328,76.75,53,1,1.01,
353,Bowen,AU,-20.0167,148.2333,59.95,68,10,6.62,
354,Pangnirtung,CA,66.1451,-65.7125,39.2,81,20,12.66,
355,Oranjestad,AW,12.524,-70.027,89.55,58,75,21.85,
356,Sarkand,KZ,45.41,79.9186,55.9,79,28,4.47,
357,Sibolga,ID,1.7427,98.7792,76.91,87,40,3.2,
358,Brigantine,US,39.4101,-74.3646,67.03,86,90,14.97,
359,Churapcha,RU,62.0025,132.4325,49.53,59,0,3.69,
360,Ashqelon,IL,31.6693,34.5715,78.4,67,0,8.57,
361,Lensk,RU,60.7253,114.9278,41.4,96,53,4.14,
362,Usinsk,RU,65.9939,57.5281,67.19,43,94,9.33,
363,Kostomuksha,RU,64.571,30.5767,68.88,36,0,8.46,
364,Cajaruro,PE,-5.7364,-78.4256,85.73,58,49,4.59,
365,Kenora,CA,49.8167,-94.4337,71.58,88,90,16.11,
366,Batagay,RU,67.6333,134.6333,51.4,61,80,6.6,
367,Yamethin,MM,20.4333,96.15,75.24,91,100,10.98,
368,Makat,KZ,47.6469,53.3463,76.62,52,95,8.93,
369,Lavrentiya,RU,65.5833,-171.0,36.16,98,100,5.57,
370,Skjervoy,NO,70.0311,20.9714,57.2,95,100,7.54,
371,Tsabong,BW,-26.0217,22.401,66.22,32,0,6.76,
372,Maloy,NO,61.9353,5.1136,59.99,94,99,15.97,
373,Creteni,RO,44.6833,24.1833,61.14,87,50,4.25,
374,Manyana,BW,-23.4,21.7167,59.61,36,1,8.5,
375,Ostrovnoy,RU,68.0531,39.5131,69.31,44,24,22.12,
376,Taltal,CL,-25.4,-70.4833,67.32,61,8,3.78,
377,Grants,US,35.1473,-107.8514,82.63,7,1,10.36,
378,Sinop,TR,41.7711,34.8709,56.77,84,69,2.55,
379,Umaria,IN,23.5333,80.8333,80.56,73,91,3.02,
380,Vila,PT,42.0304,-8.1588,75.74,46,34,7.38,
381,Peniche,PT,39.3558,-9.3811,71.89,85,5,11.68,
382,Ginir,ET,7.1333,40.7,59.67,79,22,10.6,
383,Coquimbo,CL,-29.9533,-71.3436,62.33,67,0,8.05,
384,Tilichiki,RU,60.4667,166.1,42.98,80,98,3.42,
385,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,58,90,19.57,
386,Faya,SA,18.3851,42.4509,77.11,54,98,15.17,
387,Arona,ES,28.0996,-16.681,77.52,44,0,8.01,
388,Kupang,ID,-10.1667,123.5833,75.07,85,7,8.7,
389,Waipawa,NZ,-41.4122,175.5153,49.1,92,90,1.07,
390,Hofn,IS,64.2539,-15.2082,53.62,50,0,29.93,
391,Tessalit,ML,20.1986,1.0114,107.24,7,21,11.7,
392,Portland,US,45.5234,-122.6762,59.85,84,100,3.0,
393,Falmouth,GB,50.1544,-5.0711,63.79,100,90,10.36,
394,Haines Junction,CA,60.7522,-137.5108,66.15,27,37,10.36,
395,Bontang,ID,0.1333,117.5,77.02,88,72,4.41,
396,Algeciras,ES,36.1333,-5.4505,74.88,64,0,9.22,
397,Pankovka,RU,58.5,31.1999,54.63,96,100,2.1,
398,Snyder,US,32.7179,-100.9176,93.54,52,1,14.97,
399,Kirakira,SB,-10.4544,161.9205,78.66,86,45,8.32,
